Conseillers;Civilité;Nom;Prenom;Arrondissement;Conseiller de Paris;Conseiller Métropolitain;Courriel;Acronyme;Groupe;Président de groupe;Fonction dans l'exécutif;Liste d'origine;Status;Date
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mardi 9 mars 2021 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 10 mars 2021 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 10 mars 2021 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 11 mars 2021 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 11 mars 2021 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mardi 2 février 2021 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mardi 2 février 2021 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 3 février 2021 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 3 février 2021 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 4 février 2021 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 4 février 2021 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mardi 15 décembre 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mardi 15 décembre 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 16 décembre 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 16 décembre 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 17 décembre 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 17 décembre 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mardi 17 novembre 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mardi 17 novembre 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 18 novembre 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 18 novembre 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mardi 6 octobre 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mardi 6 octobre 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 7 octobre 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Mercredi 7 octobre 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 8 octobre 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 8 octobre 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 23 juillet 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Jeudi 23 juillet 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Vendredi 24 juillet 2020 - Matin
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Vendredi 24 juillet 2020 - Après-midi
Mme PULVAR Audrey;Mme;PULVAR;Audrey;Centre;1;NA;audrey.pulvar@paris.fr;PEC;PEC (Paris en Commun);NA;Adjointe;Paris en Commun-écologie pour Paris;Present(e);Vendredi 3 juillet 2020
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 12 octobre 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 12 octobre 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 13 octobre 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 13 octobre 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 14 octobre 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 14 octobre 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Vendredi 15 octobre 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Absent(e);Vendredi 15 octobre 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 6 juillet 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 6 juillet 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 7 juillet 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 7 juillet 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 8 juillet 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 8 juillet 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Vendredi 9 juillet 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Vendredi 9 juillet 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 1er juin 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 1er juin 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 2 juin 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 2 juin 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 3 juin 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 3 juin 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Vendredi 4 juin 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 13 avril 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 13 avril 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 14 avril 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 14 avril 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 15 avril 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 15 avril 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 9 mars 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 9 mars 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 10 mars 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 10 mars 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 11 mars 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 11 mars 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 2 février 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 2 février 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 3 février 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 3 février 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 4 février 2021 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 4 février 2021 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 15 décembre 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 15 décembre 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 16 décembre 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 16 décembre 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 17 décembre 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 17 décembre 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 17 novembre 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 17 novembre 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 18 novembre 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 18 novembre 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 6 octobre 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mardi 6 octobre 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 7 octobre 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Mercredi 7 octobre 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 8 octobre 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 8 octobre 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 23 juillet 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Jeudi 23 juillet 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Vendredi 24 juillet 2020 - Matin
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Absent(e);Vendredi 24 juillet 2020 - Après-midi
Mme VASA Léa;Mme;VASA;Léa;10;1;NA;lea.vasa@paris.fr;GEP;GEP (Groupe écologiste de Paris);NA;NA;Engagés pour Paris;Present(e);Vendredi 3 juillet 2020
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 12 octobre 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 12 octobre 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mercredi 13 octobre 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mercredi 13 octobre 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Jeudi 14 octobre 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Vendredi 15 octobre 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Excuse(e) au sens du reglement;Jeudi 14 octobre 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Excuse(e) au sens du reglement;Vendredi 15 octobre 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 6 juillet 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 6 juillet 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mercredi 7 juillet 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mercredi 7 juillet 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Jeudi 8 juillet 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Jeudi 8 juillet 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Vendredi 9 juillet 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Excuse(e) au sens du reglement;Vendredi 9 juillet 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 1er juin 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 1er juin 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mercredi 2 juin 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mercredi 2 juin 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Jeudi 3 juin 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Jeudi 3 juin 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Vendredi 4 juin 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 13 avril 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 13 avril 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mercredi 14 avril 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mercredi 14 avril 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Jeudi 15 avril 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Jeudi 15 avril 2021 - Après-midi
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 9 mars 2021 - Matin
M. BOULARD Geoffroy;M.;BOULARD;Geoffroy;17;1;1;geoffroy.boulard@paris.fr;C PARIS;C PARIS (Changer Paris);NA;NA;Ensemble pour Paris;Present(e);Mardi 9 mars 2021 - Après-midi
